station_id,year,totn_mgNpm2
38503,2001,606.0242
38503,2002,678.3837
38503,2003,591.85535
38503,2004,570.0924
38503,2005,544.0258
38503,2006,565.9251
38503,2007,532.6914
38503,2008,563.2274
38503,2009,441.0842
38503,2010,427.24115
38503,2011,448.1753
38503,2012,419.7516
38503,2013,392.4169
38503,2014,398.4272
38503,2015,379.02188
38503,2016,372.91177
38504,2000,693.5802
38504,2001,618.58057
38504,2002,691.0183
38504,2003,597.52734
38504,2004,572.9339
38504,2005,552.38855
38504,2006,569.201
38504,2007,538.1897
38504,2008,568.5392
38504,2009,442.665
38504,2010,432.12042
38504,2011,450.99283
38504,2012,425.7639
38504,2013,395.2021
38504,2014,400.215
38504,2015,384.454
38504,2016,360.8634
38505,2000,693.5802
38505,2001,618.58057
38505,2002,691.0183
38505,2003,597.52734
38505,2004,572.9339
38505,2005,552.38855
38505,2006,569.201
38505,2007,538.1897
38505,2008,568.5392
38505,2009,442.665
38505,2010,432.12042
38505,2011,450.99283
38505,2012,425.7639
38505,2013,395.2021
38505,2014,400.215
38505,2015,384.454
38505,2016,360.8634
38506,2000,693.5802
38506,2001,618.58057
38506,2002,691.0183
38506,2003,597.52734
38506,2004,572.9339
38506,2005,552.38855
38506,2006,569.201
38506,2007,538.1897
38506,2008,568.5392
38506,2009,442.665
38506,2010,432.12042
38506,2011,450.99283
38506,2012,425.7639
38506,2013,395.2021
38506,2014,400.215
38506,2015,384.454
38506,2016,360.8634
38507,2000,693.5802
38507,2001,618.58057
38507,2002,691.0183
38507,2003,597.52734
38507,2004,572.9339
38507,2005,552.38855
38507,2006,569.201
38507,2007,538.1897
38507,2008,568.5392
38507,2009,442.665
38507,2010,432.12042
38507,2011,450.99283
38507,2012,425.7639
38507,2013,395.2021
38507,2014,400.215
38507,2015,384.454
38507,2016,360.8634
38508,2000,498.95993
38508,2001,451.50128
38508,2002,590.6094
38508,2003,544.7628
38508,2004,461.27008
38508,2005,496.7203
38508,2006,498.8915
38508,2007,489.19067
38508,2008,435.66928
38508,2009,333.8774
38508,2010,326.84988
38508,2011,458.361
38508,2012,436.1297
38508,2013,371.3355
38508,2014,388.50632
38508,2015,353.39392
38508,2016,354.69388
38509,2000,680.4477
38509,2001,603.6297
38509,2002,654.1471
38509,2003,610.2733
38509,2004,601.44604
38509,2005,584.5444
38509,2006,578.0703
38509,2007,530.42096
38509,2008,555.5854
38509,2009,440.90253
38509,2010,432.052
38509,2011,472.7511
38509,2012,436.49887
38509,2013,419.72638
38509,2014,419.73563
38509,2015,388.101
38509,2016,382.64032
38510,2000,631.656
38510,2001,624.7633
38510,2002,777.6227
38510,2003,652.7754
38510,2004,586.7167
38510,2005,645.3393
38510,2006,641.84644
38510,2007,612.9047
38510,2008,542.9782
38510,2009,437.3642
38510,2010,409.34018
38510,2011,571.0273
38510,2012,563.062
38510,2013,479.1821
38510,2014,481.54575
38510,2015,455.3442
38510,2016,437.28662
38511,2000,635.2434
38511,2001,548.40704
38511,2002,640.37537
38511,2003,593.8416
38511,2004,549.5556
38511,2005,516.8081
38511,2006,550.338
38511,2007,507.6787
38511,2008,539.8449
38511,2009,417.42902
38511,2010,397.89218
38511,2011,434.4435
38511,2012,401.7557
38511,2013,382.2203
38511,2014,391.41513
38511,2015,358.567
38511,2016,375.48016
38512,2000,626.3689
38512,2001,537.7638
38512,2002,607.0981
38512,2003,586.8915
38512,2004,535.0606
38512,2005,521.0709
38512,2006,527.908
38512,2007,501.3032
38512,2008,526.9078
38512,2009,415.25012
38512,2010,387.0458
38512,2011,437.5236
38512,2012,398.5486
38512,2013,376.9963
38512,2014,385.02487
38512,2015,357.57016
38512,2016,362.71738
38513,2000,611.5141
38513,2001,523.6606
38513,2002,655.309
38513,2003,641.6727
38513,2004,547.56915
38513,2005,500.93222
38513,2006,521.8791
38513,2007,508.7843
38513,2008,545.97723
38513,2009,409.7112
38513,2010,382.5174
38513,2011,447.20502
38513,2012,419.9156
38513,2013,401.9543
38513,2014,427.65552
38513,2015,368.25372
38513,2016,393.2852
38514,2000,743.2761
38514,2001,684.098
38514,2002,754.04663
38514,2003,643.589
38514,2004,612.8703
38514,2005,591.5656
38514,2006,616.999
38514,2007,576.20447
38514,2008,604.88116
38514,2009,472.48502
